title,url,stage,day,time,description
MANOS,,BLOCK9,SUNDAY,22:00 - 00:00,
MAPLE STAPLEGUN,,THEATRE AND CIRCUS,FRIDAY,13:35 - 14:05,
MAPLE STAPLEGUN,,THEATRE AND CIRCUS,FRIDAY,18:15 - 18:45,
MAPLE STAPLEGUN,,THEATRE AND CIRCUS,SATURDAY,13:35 - 14:05,
MAPLE STAPLEGUN,,THEATRE AND CIRCUS,SATURDAY,18:15 - 18:45,
MAPLE STAPLEGUN,,THEATRE AND CIRCUS,SUNDAY,13:35 - 14:05,
MAPLE STAPLEGUN,,THEATRE AND CIRCUS,SUNDAY,18:15 - 18:45,
MARC JB,http://www.marcjb.com/,SILVER HAYES,SUNDAY,02:00 - 02:30,Future disco or “music for sexy people” as the man himself puts it.
MARC JB,http://www.marcjb.com/,SILVER HAYES,SUNDAY,22:30 - 23:30,Future disco or “music for sexy people” as the man himself puts it.
MARCUS BRIGSTOCKE,http://www.marcusbrigstocke.com/,THEATRE AND CIRCUS,SATURDAY,19:00 - 19:30,
MARCUS BRIGSTOCKE'S POLICY UNIT,http://www.marcusbrigstocke.com/,THEATRE AND CIRCUS,SUNDAY,11:40 - 12:40,
MARCUS MOORE,,THEATRE AND CIRCUS,FRIDAY,16:10 - 16:40,
MARIBOU STATE B2B PEDESTRIAN,,THE BEAT HOTEL,SATURDAY,16:00 - 18:00,
MARIKA HACKMAN,http://marikahackman.com/,AVALON,SATURDAY,12:50 - 13:45,"Hailed as the new voice of British post-folk and one to watch by MOJO Magazine, or “the lovechild of Nico and Joanna Newsome” according to NYLON magazine."
MARK JONES,,SILVER HAYES,FRIDAY,01:00 - 02:00,
MARK KERMODE,,THE PARK,SATURDAY,11:00 - 12:00,
MARK KING/SHAUN KEAVENY,https://twitter.com/shaunwkeaveny,THE PARK,SUNDAY,14:30 - 15:15,
MARK SOLUTION SOUND,,BLOCK9,SUNDAY,23:30 - 01:30,
MARK STEEL,http://marksteelinfo.com/,THEATRE AND CIRCUS,FRIDAY,01:00 - 01:30,
MARK STEEL,,THEATRE AND CIRCUS,SUNDAY,13:35 - 14:05,
MARMOZETS,http://marmozets.tumblr.com/,SILVER HAYES,SUNDAY,20:15 - 20:40,"Hotly tipped in the States, this UK outfit embrace short sharp punk next to more complex prog rock epics, like an angry Paramore with the impressively angsty Becca on vocals."
MARY ELLEN - DISABILITY RIGHTS,,GREEN FIELDS,FRIDAY,10:00 - 11:00,
MASSIVE ATTACK,http://www.massiveattack.co.uk/,OTHER STAGE,SUNDAY,22:00 - 23:15,It wouldn’t be Glastonbury Festival without these Bristolian strollers. The trip hop legends whose wafting electronic soul music and a cornucopia of guest vocalists have ensured that their tenure at the top continues unabated. Always a classic.
MASTERCLASS,,PILTON PALAIS,SUNDAY,16:00 - 19:45,
MATRIX & FUTUREBOUND,https://www.facebook.com/matrixandfuturebound,SILVER HAYES,SUNDAY,20:30 - 21:30,"With three chart-topping hits over the past three years, the drum and bass groove revs up with the duo who are accompanied by MC Rhymemaster."
MATT HARRIMANN,,SHANGRI-LA,FRIDAY,20:00 - 21:00,
MATT JAM LAMONT,,BLOCK9,SATURDAY,02:00 - 04:00,
MATT KIRSHEN,http://www.mattkirshen.com/,THEATRE AND CIRCUS,SATURDAY,14:35 - 15:05,
MATT POND,,BLOCK9,SATURDAY,19:30 - 21:00,
MATT RICHARDSON,http://www.mattrichardsoncomedy.co.uk/,THEATRE AND CIRCUS,SATURDAY,23:30 - 00:00,
MATT RICHARDSON,http://www.mattrichardsoncomedy.co.uk/,THEATRE AND CIRCUS,SUNDAY,20:55 - 21:25,
MATT SEWELL,,THE PARK,SUNDAY,12:45 - 13:30,
MATTYCORE,,THE UNFAIRGROUND,SATURDAY,05:00 - 06:00,
MATTYCORE,https://soundcloud.com/mattykore,THE UNFAIRGROUND,THURSDAY,19:00 - 20:00,
MAX COOPER,http://maxcooper.net/,THE BEAT HOTEL,THURSDAY,23:30 - 01:00,
MAX PASHM,,SHANGRI-LA,FRIDAY,00:03 - 04:00,
MAX VOLUME,https://soundcloud.com/maxvolll,THE COMMON,FRIDAY,23:30 - 00:30,
MAXI PRIEST,http://www.maxipriest.com/,SILVER HAYES,FRIDAY,23:00 - 00:30,"Hailing from the UK Saxon Sound System, Maxi Priest has charted consistently (‘Close To You’, ‘Easy To Love’) since the early ‘90s with his smooth brand of lovers rock."
MAXXI SOUNDSYSTEM,,THE PARK,FRIDAY,17:00 - 18:00,
MAXXI SOUNDSYSTEM,,THE BEAT HOTEL,SATURDAY,22:00 - 00:00,
MAYA JANE COLES,http://mayajanecoles.com/,SILVER HAYES,FRIDAY,19:45 - 21:15,"Moving on with deep house, electronic and maybe even a touch of dubstep and a little bit of electronic dub from this versatile producer and DJ."
MAYA YIANNI,,OTHER,SUNDAY,15:30 - 16:15,
MAYITO RIVERA & THE SONS OF CUBA,,GLASTO LATINO,SUNDAY,23:30 - 01:00,
MC CHARLIE P,https://www.facebook.com/pages/charlie-p/324706654216090,THE COMMON,FRIDAY,,
MECHANICAL PLAYGROUND COMES TO LIFE,,ARCADIA,FRIDAY,16:00 - 17:00,
MECHANICAL PLAYGROUND COMES TO LIFE,,ARCADIA,SATURDAY,16:00 - 17:00,
MECHANICAL PLAYGROUND COMES TO LIFE,,ARCADIA,SUNDAY,16:00 - 17:00,
MELBOURNE SKA ORCHESTRA,https://www.youtube.com/watch?v=8_rvtjwb6xe,SHANGRI-LA,FRIDAY,21:30 - 22:30,
MELBOURNE SKA ORCHESTRA,http://www.melbourneskaorchestra.com/,SILVER HAYES,SATURDAY,21:00 - 22:30,"A mammoth 30-piece Australian orchestra bringing a modern take on ska in a big band setting, like Madness doing the Proms. A frenzy of pork pie hats!"
MELLA DEE,https://www.facebook.com/melladeemusic,SILVER HAYES,FRIDAY,20:00 - 21:00,"Spinning sounds that mix garage, hip-hop and house under the darker shroud of UK funky and dubstep."
MELT YOURSELF DOWN,http://meltyourselfdown.com/,WEST HOLTS,SUNDAY,13:00 - 14:00,"The Guardian described the band (who feature Pete Wareham (Acoustic Ladyland, Polar Bear) and Shabaka Hutchings (Sons of Kemet, the Heliocentrics) as being “heavy on Afrocentric jazz-tinged tribal pop with avant-garde tendencies and no little funk”.  Can’t argue with that."
MELT YOURSELF DOWN DJS,https://www.facebook.com/meltyourselfdown,GLADE,SATURDAY,13:00 - 14:15,
MENENDEZ BROTHERS,,OTHER,FRIDAY,22:00 - 00:00,
MENENDEZ BROTHERS,,OTHER,SATURDAY,20:00 - 22:00,
MENENDEZ BROTHERS,,OTHER,SUNDAY,16:00 - 18:00,
MENENDEZ BROTHERS,,OTHER,THURSDAY,22:00 - 00:00,
MERRY MCCLOUD,www.myspace.com/merrymccloud,AVALON CAFE,FRIDAY,11:30 - 12:15,
MERRY MCLOUD,http://www.merrymccloud.com/music.html,GLADE,SUNDAY,18:00 - 19:00,Great Band. Merry is an accomplished vocal talent with a sprinkle of Celtic magic.
MERRY-GO-ROUND,,THEATRE AND CIRCUS,FRIDAY,12:00 - 14:30,
MERRY-GO-ROUND,,THEATRE AND CIRCUS,FRIDAY,15:00 - 17:00,
MERRY-GO-ROUND,,THEATRE AND CIRCUS,SATURDAY,12:00 - 14:30,
MERRY-GO-ROUND,,THEATRE AND CIRCUS,SATURDAY,15:00 - 17:00,
MERRY-GO-ROUND,,THEATRE AND CIRCUS,SUNDAY,12:00 - 14:30,
MERRY-GO-ROUND,,THEATRE AND CIRCUS,SUNDAY,15:00 - 17:00,
METALLICA,http://www.metallica.com/,PYRAMID STAGE,SATURDAY,21:45 - 23:45,"One of the original from the “big four” of thrash metal, who honed their mighty riffs on 1991’s ‘Metallica’, an album that made them one of the biggest selling acts in the world. Expect monster chugging metal powered by Lars Ulrich’s frenetic drumming. Guaranteed: None more black!"
METRIK,https://www.facebook.com/metrikmusic,GLADE,SUNDAY,19:00 - 20:00,
METRONOMY,http://www.metronomy.co.uk/,THE PARK,FRIDAY,23:00 - 00:15,"With their most complete and commercially successful album yet, ‘Love Letters’, the Metronomy experience has evolved into a truly uplifting slice of electronic oddness that bears all the hallmarks of sunshine pop of the ‘60s but remains decidedly modern at the same time."
MEXICAN DUBWISER,https://www.facebook.com/mexicandubwisermusic,THE COMMON,SATURDAY,00:00 - 01:00,
MGMT,http://whoismgmt.com/visualize#_=_,JOHN PEEL STAGE,SATURDAY,22:45 - 23:45,"MGMT’s original success with ‘Oracular Spectacular’ only hinted at what was to come. Most recently described as “weird”, but “in a good way”, their blend of old school psychedelic sounds and garage rock submerged in new fangled synth sounds makes for an off kilter pop sound that’s, er, weird but in a good way."
MI7 DJ'S,,SILVER HAYES,SATURDAY,01:00 - 02:30,
MIA,http://www.miauk.com/mia-tour,WEST HOLTS,FRIDAY,22:15 - 23:45,"Combining cutting edge beats, revolutionary politics and a hyper-real day-glo sensibility, MIA was rated as one of the world's most influential people in 2009 by Time magazine. Subsequently lauded by Madonna and caught being “controversial” at The Superbowl, her infectious rhythmic sounds and larger than life stage presence are essential viewing."
MICHAEL CAMPARI AND THE SOLAR SYSTEM,http://vimeo.com/66332509,THEATRE AND CIRCUS,FRIDAY,14:25 - 15:10,
MICHAEL CAMPARI AND THE SOLAR SYSTEM,,THEATRE AND CIRCUS,SATURDAY,14:25 - 15:10,
MICHAEL CAMPARI AND THE SOLAR SYSTEM,,THEATRE AND CIRCUS,SUNDAY,14:25 - 15:10,
MICHAEL EAVIS - FESTIVAL UPDATE Q&A,,GREEN FIELDS,SUNDAY,12:00 - 13:00,
MICHAEL KIWANUKA,http://michaelkiwanuka.com/,AVALON,FRIDAY,15:45 - 16:45,"Just ahead of the release of his second album, the much touted singer songwriter upgrades his folky take on cool soul, letting his dreamy vocal carry the groove."
MICHAEL ROSEN,www.michaelrosen.co.uk,THEATRE AND CIRCUS,SUNDAY,14:00 - 14:50,
MIDLAKE,http://midlake.net/index.php,OTHER STAGE,SATURDAY,13:40 - 14:30,"Can’t understand how their breathtaking Americana gem ‘The Trials Of Van Occupanther’ never made them national treasures here or back home in Texas. Two albums later and they continue to amaze, like a prog Grateful Dead – what a concept."
"MIDLAKE: LIVE IN DENTON, TX",https://www.facebook.com/midlakeband,WILLIAM'S GREEN,THURSDAY,14:00 - 15:30,"Americana alert! The UK premiere of the movie that captures the mighty Midlake, who play live on the Other Stage on Saturday, in Texas."
MIK ARTISTIC,http://www.mikartistik.com/,SHANGRI-LA,WEDNESDAY,20:45 - 21:45,
MIK ARTISTIK,www.mikartisik.com,AVALON CAFE,FRIDAY,13:30 - 14:15,
MIK ARTISTIK'S EGO TRIP,,THEATRE AND CIRCUS,FRIDAY,12:10 - 12:55,
MIK ARTISTIK'S EGO TRIP,,THEATRE AND CIRCUS,FRIDAY,17:25 - 18:10,
MIK ARTISTIK'S EGO TRIP,,THEATRE AND CIRCUS,SATURDAY,12:10 - 12:55,
MIK ARTISTIK'S EGO TRIP,,THEATRE AND CIRCUS,SATURDAY,17:35 - 18:20,
MIK ARTISTIK'S EGO TRIP,http://www.mikartistik.com/,THEATRE AND CIRCUS,SATURDAY,19:35 - 20:05,
MIK ARTISTIK'S EGO TRIP,,THEATRE AND CIRCUS,SUNDAY,12:10 - 12:55,
MIK ARTISTIK'S EGO TRIP,,THEATRE AND CIRCUS,SUNDAY,18:05 - 18:50,
MIKE HANCOCK,http://kidzfield.com,KIDZ FIELD,FRIDAY,15:00 - 16:00,
MIKE HOWARTH,,THE PARK,SATURDAY,14:00 - 16:00,
MIKE RAFFONE,,THEATRE AND CIRCUS,FRIDAY,11:15 - 11:45,
MIKE RAFFONE,,THEATRE AND CIRCUS,SATURDAY,11:15 - 11:45,
MIKE RAFFONE,,THEATRE AND CIRCUS,SUNDAY,17:05 - 17:35,
MILES CLERET,,THE PARK,SUNDAY,01:00 - 02:00,
MINISTRY OF HAPPY,,THEATRE AND CIRCUS,FRIDAY,,
MINISTRY OF HAPPY,,THEATRE AND CIRCUS,SATURDAY,,
MINISTRY OF HAPPY,,THEATRE AND CIRCUS,SUNDAY,,
MISS BEHAVE,,THEATRE AND CIRCUS,FRIDAY,,
MISS BEHAVE,,THEATRE AND CIRCUS,SATURDAY,,
MISS BEHAVE,,THEATRE AND CIRCUS,SUNDAY,,
MISS MONUMENT,https://soundcloud.com/miss-monument,THE COMMON,SATURDAY,22:30 - 23:30,
MISS PINK,,BLOCK9,FRIDAY,05:00 - 06:00,
MISS PINK,,BLOCK9,WEDNESDAY,21:30 - 22:30,
MISS REPRESENTATION – DOCUMENTARY,www.missrepresentation.org,GREEN FIELDS,FRIDAY,14:00 - 16:00,
MISSION TO LARS,,PILTON PALAIS,FRIDAY,17:30 - 18:44,
MISTA SAVONA,http://www.mistasavona.com/,SILVER HAYES,SUNDAY,22:30 - 23:30,One of Australia’s leading reggae and dancehall producers whose live show features a variety of guest vocalists.
MISTAJAM,https://www.facebook.com/mistajam,GLADE,SATURDAY,16:45 - 18:00,
MISTER TOOLEY,,SHANGRI-LA,SUNDAY,11:00 - 12:00,
MITCH BENN,http://www.mitchbenn.com/,THEATRE AND CIRCUS,SATURDAY,16:00 - 16:30,
MITCH BENN,http://www.mitchbenn.com/,THEATRE AND CIRCUS,SUNDAY,16:10 - 16:40,
MIXMASTER MORRIS AND FRIENDS (DJ),,GREEN FIELDS,FRIDAY,18:00 - 00:00,
MIXMASTER MORRIS TAKEOVER,www.mixmastermorris.net,SHANGRI-LA,SUNDAY,03:00 - 05:00,
MIXNOTS,,SILVER HAYES,THURSDAY,20:00 - 07:00,
MNEK,http://www.mnekofficial.com/,SILVER HAYES,SATURDAY,14:30 - 15:00,"19-year-old Nigerian born singer/songwriter with a dance pop, R&B, house and UK garage mix whose also found time to work with everyone from Little Mix and Tinie Tempeh to Clean Bandit and Rudimental."
MO'KALAMITY,https://www.facebook.com/mo.kalamity,SILVER HAYES,FRIDAY,17:45 - 19:00,Cape Verde born singer who grew up in France and has developed a reputation for militant lyrics and driving reggae rhythms.
MOGWAI,http://www.mogwai.co.uk/,THE PARK,SATURDAY,23:00 - 00:15,"The post rock tag is pretty limitless, allowing these long time Scottish sound experimenters to dabble in all kinds of genres as they build their esoteric soundtrack into an epic and all engaging sonic adventure of the greatest kind."
MOLLY,https://www.facebook.com/officialmolly,SILVER HAYES,FRIDAY,17:30 - 17:55,Straight from the Eurovision Song Contest and not a sign of a beard hair.
MOLLY CASE,,THEATRE AND CIRCUS,FRIDAY,15:20 - 15:45,
MOLLY CASE,,THEATRE AND CIRCUS,SATURDAY,15:15 - 15:40,
MONEY FOR ROPE,http://www.moneyforrope.com/,JOHN PEEL STAGE,FRIDAY,11:50 - 12:30,"More from down under, Money For Rope are from Melbourne and know when a chiming guitar is needed. With two drummers and a splurge of keyboards they’re that kind of chunky good time bar room band that make sense of pre-lunch cocktails."
MONICA - HUNKER DOWN,,GREEN FIELDS,SUNDAY,17:15 - 18:15,
MONKEY MARC,https://soundcloud.com/monkeymarc,THE COMMON,FRIDAY,23:00 - 00:00,
MONKEY PILOT (WHIRL-Y-GIG),http://www.whirl-y-gig.org.uk/,GLADE,FRIDAY,21:50 - 22:55,Whirl-y-Gif embodies the spirit of community in a carnival atmosphere.
MONKEY PILOT (WHIRLY-Y-GIG),www.mixcloud.com/tag/monkey-pilot/,GLADE,FRIDAY,01:15 - 03:00,
MONSTERS OF SCHLOCK,,THEATRE AND CIRCUS,FRIDAY,,
MONSTERS OF SCHLOCK,http://www.monstersofschlock.com,THEATRE AND CIRCUS,FRIDAY,18:50 - 19:20,
MONSTERS OF SCHLOCK,http://www.monstersofschlock.com,THEATRE AND CIRCUS,SATURDAY,18:50 - 19:20,
MONSTERS OF SCHLOCK,http://www.monstersofschlock.com,THEATRE AND CIRCUS,SUNDAY,18:50 - 19:20,
MOORE MOSS RUTTER,www.mooremossrutter.co.uk,AVALON CAFE,FRIDAY,10:30 - 11:15,
MOORE MOSS RUTTER,www.mooremossrutter.co.uk,AVALON CAFE,THURSDAY,10:30 - 11:15,
MORNING SERVICE WITH ECKLECTIC MICK'S GOSPEL REMIX,soundcloud.com/lazertran8,SHANGRI-LA,SUNDAY,11:00 - 13:00,
MOSHI MOSHI,,THE BEAT HOTEL,SATURDAY,12:00 - 14:00,
MOYA BRENNEN,www.moyabrennan.com,GREEN FIELDS,FRIDAY,14:00 - 15:00,The Clannad vocalist with friends and family revisiting her Celtic past.
MR & MRS STEADMAN,,THE COMMON,THURSDAY,22:00 - 23:00,
MR DUFFELL'S SUITCASE,www.facebook.com/backbeforebreakfast,AVALON CAFE,THURSDAY,15:30 - 16:15,
MR SCRUFF,,ARCADIA,FRIDAY,17:00 - 19:00,
MR VITA- 'THE TNT SHOW',,THEATRE AND CIRCUS,FRIDAY,18:55 - 19:25,
MR VITA- 'THE TNT SHOW',,THEATRE AND CIRCUS,SATURDAY,18:55 - 19:25,
MR VITA- 'THE TNT SHOW',,THEATRE AND CIRCUS,SUNDAY,18:55 - 19:25,
MR VITA- THE TNT SHOW,,THEATRE AND CIRCUS,FRIDAY,11:50 - 12:20,
MR VITA- THE TNT SHOW,,THEATRE AND CIRCUS,SATURDAY,11:50 - 12:20,
MR VITA- THE TNT SHOW,,THEATRE AND CIRCUS,SUNDAY,11:50 - 12:20,
MR WOODNOTE,,THEATRE AND CIRCUS,FRIDAY,00:40 - 01:25,
MR YIPADEE & THE BEAR-Y GOOD BAND,http://kidzfield.com,KIDZ FIELD,THURSDAY,14:00 - 15:00,
MR. PEABODY AND SHERMAN 3D,,PILTON PALAIS,FRIDAY,14:00 - 15:45,
MR.B,www.gentlemanrhymer.com,GREEN FIELDS,THURSDAY,22:15 - 23:00,Bringing pipe-smoking Chap Hop to the masses – bring your ‘tache and chin stroke.
MS. DYNAMITE,http://www.msdynamite.co.uk/,SILVER HAYES,FRIDAY,00:00 - 01:00,"The performer formerly known as Ms Dy-Na-Mi-Tee takes to the decks for a mix of hip hop, R&B, two step and all points between."
MS. MERLIN,,THEATRE AND CIRCUS,FRIDAY,20:51 - 20:57,
MUNGO'S HIFI,http://www.mungoshifi.net/,SILVER HAYES,SATURDAY,20:00 - 22:00,"It’s still a shop, a sound system, a label – and their crew will be playing new reggae and classic roots music for this Saturday night set."
MUNGO'S HIFI,http://www.mungoshifi.net/,SILVER HAYES,SUNDAY,01:00 - 02:30,It’s all back to the shop tomorrow – but first of all a last set of new reggae and classic roots music.
MUNGO'S HIFI.,http://www.mungoshifi.net/,SILVER HAYES,FRIDAY,19:00 - 21:00,"It’s a shop, a sound system, a label – spinning pioneering new reggae and classic roots music."
MUNGOS HIFI,http://www.mungoshifi.net/,THE COMMON,FRIDAY,03:00 - 04:30,
MUPPETS MOST WANTED,,PILTON PALAIS,SATURDAY,13:30 - 14:53,
MUSHY,,THE UNFAIRGROUND,SUNDAY,03:00 - 04:00,
MUSICAL BINGO,http://www.musicalbingo.co.uk/,WILLIAM'S GREEN,THURSDAY,17:00 - 20:00,"Eyes down, DJs on, it’s the start of the annual William’s Green launch party with spot prizes too!"
MY BAD SISTER,http://mybadsister.com/,THE UNFAIRGROUND,FRIDAY,23:00 - 00:00,
MY NU LENG,https://www.facebook.com/mynuleng,SILVER HAYES,THURSDAY,21:30 - 23:00,Black Butter dup who add a touch of classical nuance to their mixes.
MYRON & E,http://www.stonesthrow.com/myronande,SILVER HAYES,SUNDAY,23:30 - 00:30,Former Blackalicious backing singers who’ve debuted with their own ‘Broadway’ album on Stones Throw. A smooth soul throwback to the heydays of the ‘70s brought bang up to date.
MØ,http://www.momomoyouth.com/,SILVER HAYES,FRIDAY,21:00 - 22:00,"Spiky electro pop from Karen Marie Orsted, filled with some soulful vibes and all topped with poni-tail that defies gravity."
N'TOKO,http://www.ntoko.si/,SILVER HAYES,THURSDAY,20:00 - 20:45,Slovenian rapper brings his sometimes chunky and often brooding hip-hop to town for a pre-festival early evening drive-by.
NACHO,,BLOCK9,FRIDAY,00:00 - 01:30,
NANOPLEX,https://soundcloud.com/nanoplex-1,GLADE,THURSDAY,22:30 - 00:00,
NATALIE BENNETT – GREEN PARTY LEADER,,GREEN FIELDS,FRIDAY,15:15 - 16:15,
NATHAN CATON,http://www.nathancaton.com/,THEATRE AND CIRCUS,SUNDAY,18:30 - 19:00,
NCT/ALBION KIDSSANDPIT/KIDZ KARAOKE,http://kidzfield.com,KIDZ FIELD,FRIDAY,09:00 - 19:00,
ND_BAUMECKER,,BLOCK9,SUNDAY,01:30 - 03:00,
NERO (DJ SET),,ARCADIA,FRIDAY,23:45 - 00:45,
NEW ART CLUB,http://newartclub.org/,THEATRE AND CIRCUS,SATURDAY,13:15 - 13:35,
NEW ART CLUB,http://newartclub.org/,THEATRE AND CIRCUS,SUNDAY,12:45 - 12:55,
NEW BUILD,,THE PARK,SATURDAY,22:15 - 23:15,
NEW BUILD,https://www.facebook.com/newbuildband,SILVER HAYES,THURSDAY,20:00 - 21:00,Featuring Hot Chip and LCD Sound System veterans with a minimal techno hue shading their vocal-led tunes.
NEW MOON CACAO CEREMONY WITH REBEKAH SHAMAN,,GREEN FIELDS,FRIDAY,10:00 - 12:30,
NEW YORK BRASS BAND,,THEATRE AND CIRCUS,FRIDAY,15:00 - 15:30,
NEW YORK BRASS BAND,www.newyorkbrassband.co.uk,SHANGRI-LA,FRIDAY,15:00 - 16:00,
NEW YORK BRASS BAND,http://newyorkbrassband.co.uk/,GREEN FIELDS,FRIDAY,18:00 - 19:00,
NEW YORK BRASS BAND,http://www.newyorkbrassband.co.uk,THEATRE AND CIRCUS,FRIDAY,20:00 - 21:00,
NEW YORK BRASS BAND,,SHANGRI-LA,SATURDAY,14:00 - 15:00,
NEW YORK BRASS BAND,,THEATRE AND CIRCUS,SATURDAY,15:00 - 15:30,
NEW YORK BRASS BAND,http://www.newyorkbrassband.co.uk,THEATRE AND CIRCUS,SATURDAY,20:00 - 21:00,
NEW YORK BRASS BAND,www.newyorkbrassband.co.uk,SHANGRI-LA,SUNDAY,14:00 - 15:00,
NEW YORK BRASS BAND,,THEATRE AND CIRCUS,SUNDAY,15:00 - 15:30,
NEW YORK BRASS BAND,http://www.newyorkbrassband.co.uk,THEATRE AND CIRCUS,SUNDAY,20:00 - 21:00,
NEW YORK BRASS BAND,www.newyorkbrassband.co.uk,SHANGRI-LA,THURSDAY,15:00 - 16:00,
NEW YORK BRASS BAND,http://www.newyorkbrassband.co.uk/,SHANGRI-LA,WEDNESDAY,19:30 - 20:45,
NEW YORK JAZZ BAND,,GREEN FIELDS,THURSDAY,16:00 - 16:45,
NEWTON FAULKNER,http://www.newtonfaulkner.com/uk/node/167,AVALON,FRIDAY,21:45 - 22:45,"A master of fleet fingered acoustic guitar and feel good, easy going tunes, the dreadlocked dreamer returns to Avalon with a new album and some old faves in his biodegradable carrier bag."
NEXT LEVEL DJ'S,,OTHER,FRIDAY,17:00 - 20:00,
NEXT LEVEL DJ'S,,OTHER,SATURDAY,20:00 - 23:00,
NEXT LEVEL DJ'S,,OTHER,SUNDAY,17:00 - 20:00,
NEXT LEVEL DJ'S,,OTHER,THURSDAY,23:00 - 02:00,
NGAIIRE,,THE PARK,FRIDAY,22:00 - 22:45,
NGAIIRE,http://ngaiire.com.au/,SILVER HAYES,THURSDAY,21:00 - 21:50,"An impressive vocalist with an infectious delivery that hints of jazz, deep soul and the weird hybrid that is future folk."
NICK DOODY,,THEATRE AND CIRCUS,FRIDAY,22:25 - 22:55,
NICK DOODY,,THEATRE AND CIRCUS,SUNDAY,14:10 - 14:40,
NICK FREW,,SHANGRI-LA,FRIDAY,02:30 - 04:00,
NICK FREW,,SHANGRI-LA,SATURDAY,02:30 - 04:00,
NICK HOLLYWOOD,www.freshlysqueezedmusic.com,SHANGRI-LA,SATURDAY,01:00 - 02:00,
NICK LOWE,http://www.nicklowe.com,ACOUSTIC,SATURDAY,19:00 - 19:40,"An Acoustic Stage staple, guaranteed to make grown men cry with his stories of heartache and lost love standing proudly next to his well recognised anthems. What’s So Funny ‘bout ‘P,L&U’ is essential Glastonbury."
NICK MANASSAH,http://tigerlilyproductionsuk.com/nick-manasseh/,THE UNFAIRGROUND,SUNDAY,04:00 - 05:00,
NICK MULVEY,http://www.nickmulvey.com/,PYRAMID STAGE,SATURDAY,11:00 - 11:40,"An ex-member of Mercury-nominated The Portico Quartet who studied music and art in Cuba before developing an interest in African sounds, Mulvey allows all previous events to bubble beneath the surface of his gripping alternative folk."
NICK MULVEY,http://www.nickmulvey.com/,WILLIAM'S GREEN,SUNDAY,18:00 - 18:40,"Straight from a Pyramid slot, Nick Mulvey brings his troubadour folk to the more intimate WG setting, close enough to touch, near enough to hear the subtleties of his storytelling."
NICK PARKER AND THE FALSE ALARMS,nick-parker.co.uk,THE BANDSTAND,SATURDAY,13:00 - 13:40,
NICK THE MARTIAN (DJ),,GREEN FIELDS,SATURDAY,12:30 - 15:00,
NICK WARREN,https://www.facebook.com/nickwarrenhope,GLADE,SATURDAY,01:00 - 03:00,
NICKY BLACKMARKET,,BLOCK9,THURSDAY,22:00 - 23:30,
NICKY BOMBA'S BUSTAMENTO,http://www.bustamento.com/,SILVER HAYES,SATURDAY,14:15 - 15:30,An Australian six-piece playing rock steady ska with steel pans and honking saxophones adding momentum to their rootsy tongue-in-cheek humour.
NINA NESBITT,http://www.ninanesbittmusic.com/,SILVER HAYES,SATURDAY,17:00 - 18:00,Following her big hit ‘Stay Out’ and her debut album ‘Peroxide’ the singer songwriter from Edinburgh brings her sing-along strumming to the Parlure.
NINA PERSSON,https://www.facebook.com/ninaperssonofficial,THE PARK,SATURDAY,15:30 - 16:30,"The former lead singer of The Cardigans and an occasional sparring partner for the Manics, Nina Persson’s ‘Animal Heart’ album from earlier this year was dipped in all the right kinds of synth melancholy."
NINEBOB,,BLOCK9,SUNDAY,16:00 - 17:30,
NINEBOB,,BLOCK9,THURSDAY,20:00 - 21:00,
NINEBOB,,BLOCK9,WEDNESDAY,23:00 - 00:30,
NITIN SAWHNEY,http://www.nitinsawhney.com/,PYRAMID STAGE,SATURDAY,12:00 - 12:45,"What better way to sink into Saturday than with the spiritual sounds of Nitin Sawhney? Whether he’s wrapped up in trip hop, working with an orchestra or veering between jazz and drum and bass, his cultural roots and political beliefs exude enthusiasm."
NOEL WATSON,,THE UNFAIRGROUND,SATURDAY,23:00 - 00:00,
NOFIT HOWIE,,THEATRE AND CIRCUS,FRIDAY,14:33 - 14:41,
NOFIT HOWIE,,THEATRE AND CIRCUS,SATURDAY,14:33 - 14:41,
NOFIT HOWIE,,THEATRE AND CIRCUS,SUNDAY,14:33 - 14:41,
NORMAN JAY MBE,,ARCADIA,SATURDAY,18:30 - 20:00,
NORMSKI AND FRIENDS,,SHANGRI-LA,SATURDAY,11:00 - 17:00,
NORTH MISSISSIPPI ALLSTARS,http://www.nmallstars.com/,AVALON,SUNDAY,16:45 - 17:45,"Hill-country blues brought bang up to date by this Grammy winning band, who are taking time off from supporting Robert Plant."
"NUMBERS BOAT PARTY PRESENTS JACKMASTER, OPTIMO AND SPENCER",http://nmbrs.net/,SILVER HAYES,FRIDAY,13:00 - 17:00,"The website, club night and label brings Jackmaster, Optimo and Spencer for a four hour afternoon session. Life jackets not required."
OBSERVER JOURNALIST LUCY SIEGLE IN CONVERSATION WITH GREENPEACE DIRECTER JOHN SAUVEN ABOUT GREENPEACE'S INCREDIBLE YEAR,,GREEN FIELDS,SUNDAY,14:15 - 14:45,
OCEANE,,THEATRE AND CIRCUS,FRIDAY,12:15 - 12:23,
OCEANE,,THEATRE AND CIRCUS,FRIDAY,21:02 - 21:10,
OCEANE,,THEATRE AND CIRCUS,SATURDAY,12:15 - 12:23,
OCEANE,,THEATRE AND CIRCUS,SATURDAY,21:19 - 21:27,
OCEANE,,THEATRE AND CIRCUS,SUNDAY,12:15 - 12:23,
