title,url,stage,day,time,description
CHARLIE BICKNELL - SUPERSONIC WOMAN,https://www.charliebicknell.com,CIRCUS BIG TOP,THURSDAY,21:41 - 21:53,
CHARLIE BICKNELL - SUPERSONIC WOMAN,https://www.charliebicknell.com,CIRCUS BIG TOP,FRIDAY,21:26 - 21:38,
CHARLIE BICKNELL - SUPERSONIC WOMAN,https://www.charliebicknell.com,CIRCUS BIG TOP,SATURDAY,18:19 - 18:31,
CHARLIE BICKNELL - SUPERSONIC WOMAN,https://www.charliebicknell.com,CIRCUS BIG TOP,SATURDAY,16:09 - 16:21,
CHARLIE BICKNELL IS HOLDING OUT FOR A HERO,https://www.charliebicknell.com,OUTSIDE CIRCUS STAGE,FRIDAY,18:18 - 18:30,
CHARLIE BICKNELL IS HOLDING OUT FOR A HERO,https://www.charliebicknell.com,OUTSIDE CIRCUS STAGE,SATURDAY,14:11 - 14:23,
CHARLIE BICKNELL IS HOLDING OUT FOR A HERO,https://www.charliebicknell.com,OUTSIDE CIRCUS STAGE,SUNDAY,13:16 - 13:28,
CHARLIE BICKNELL,https://www.charliebicknell.com,MAVERICKS,FRIDAY,00:28 - 00:40,
CHARLIE PORTER (CHAPTER 10),https://www.instagram.com/charlieportermusic/?hl=en,GENOSYS,FRIDAY,18:00 - 20:00,
CHARLIE ROSE,https://www.instagram.com/charli3.roxy?igsh=mtb3n2jzymvjnhlwzw==,BLIND TIGER,SATURDAY,13:00 - 14:00,
CHARLIE T FY SAVVY B,https://www.instagram.com/charlieteedj/?hl=en,NOWHERE,THURSDAY,23:00 - 00:00,
CHARLIE TEE B2B SOTA,,LONELY HEARTS CLUB,SATURDAY,02:00 - 03:00,Charlie Tee’s celebration of electronic music meets Sota’s drum and bass sounds.
CHARLOTTE MAY,https://www.facebook.com/charlottemayvocals,CROONER'S CORNER,WEDNESDAY,14:00 - 14:45,
CHARLOTTE MAY,https://www.facebook.com/charlottemayvocals,CROONER'S CORNER,THURSDAY,12:15 - 13:00,
CHARLOTTE MAY,https://www.facebook.com/charlottemayvocals,CROONER'S CORNER,FRIDAY,18:00 - 18:45,
CHARLOTTE MAY,,CROONER'S CORNER,FRIDAY,13:55 - 14:40,
CHARLOTTE MAY,https://www.facebook.com/charlottemayvocals,CROONER'S CORNER,SATURDAY,15:00 - 15:45,
CHARLOTTE MAY,https://www.facebook.com/charlottemayvocals,CROONER'S CORNER,SUNDAY,13:15 - 14:00,
CHARLOTTE PLANK,,LONELY HEARTS CLUB,SATURDAY,22:15 - 22:45,"Singer, songwriter and producer with a string of her own poppy drum and bass anthems."
CHEZ DE MILO B2B ELLIE STOKES,,ASSEMBLY,SATURDAY,23:30 - 01:00,Love International's Chez & Ellie make all manner of wave-related sonics eruptions.
CHEZNEY,,BLIND TIGER,SUNDAY,19:00 - 20:00,
CHICA MORADA,,RIMSKI'S YARD,SUNDAY,19:00 - 20:30,
CHICHA MORADA B2B RU ROBINSON,https://www.instagram.com/djchichamorada/,MEZ YARD,SUNDAY,00:30 - 02:00,
CHICHA MORADA,http://mixcloud.com/chichamorada,PEACE STAGE,THURSDAY,00:15 - 00:45,
CHICHA MORADA,https://www.instagram.com/djchichamorada/,MEZ YARD,SATURDAY,04:00 - 06:00,
CHIEDU ORAKA,,BBC MUSIC INTRODUCING,SUNDAY,13:30 - 14:00,A conscious grime artist who moves with purpose.
CHIMER,https://www.instagram.com/chimer_chimer_chimer/,THE HIVE,SATURDAY,13:10 - 13:40,
CHIMER,https://www.chimer.uk/,STRUMMERVILLE,THURSDAY,21:00 - 21:40,
CHIMER,,WEST HOLTS BAR,SATURDAY,18:30 - 19:00,
CHIMINYO,https://www.chiminyo.com/,THE RUM SHACK,FRIDAY,23:00 - 00:00,
CHIMPO,https://www.instagram.com/chimpomcr/,PLATFORM 23,SATURDAY,02:30 - 03:15,
CHIMPO,https://www.instagram.com/chimpomcr/,THE RUM SHACK,SATURDAY,04:00 - 05:00,
CHINESE DAUGHTER B2B JAMIE RODIGAN,,STONEBRIDGE BAR,SUNDAY,02:00 - 03:00,
CHINESE DAUGHTER,https://www.instagram.com/_chinese_daughter/,NOWHERE,SUNDAY,20:00 - 21:00,
CHINNEN,https://www.instagram.com/chinnen0826,OUTSIDE CIRCUS STAGE,FRIDAY,17:43 - 18:13,
CHINNEN,https://www.instagram.com/chinnen0826,OUTSIDE CIRCUS STAGE,SATURDAY,15:33 - 16:03,
CHINNEN,https://www.instagram.com/chinnen0826,OUTSIDE CIRCUS STAGE,SUNDAY,17:39 - 18:09,
CHINNEN,https://www.instagram.com/chinnen0826,THE PAVEMENT,FRIDAY,12:35 - 13:05,
CHINNEN,https://www.instagram.com/chinnen0826,THE PAVEMENT,SATURDAY,13:30 - 14:00,
CHINNEN,https://www.instagram.com/chinnen0826,THE PAVEMENT,SUNDAY,15:00 - 15:30,
CHINNEN,https://www.instagram.com/chinnen0826,MAVERICKS,FRIDAY,02:02 - 02:07,
CHINNEN,https://www.instagram.com/chinnen0826,MAVERICKS,SUNDAY,00:42 - 00:50,
CHLOE LEIGH,https://www.flowcode.com/page/chloeleighmusic,CROISSANT NEUF BANDSTAND,THURSDAY,12:45 - 13:15,
CHLOE LEIGH,,CROISSANT NEUF BANDSTAND,SATURDAY,14:30 - 15:00,
CHLOE SLATER,,BBC MUSIC INTRODUCING,FRIDAY,18:30 - 19:00,Playing peppy indie rock and some spikey guitar for added texture.
CHLOE SLOMO A/V,,TREE STAGE,THURSDAY,21:05 - 21:55,"SloMo A/V, Chloé's ambient project, is an experience that could be described as immersive. Here, sounds generate images, or perhaps it's the other way around: hard to tell in this enigmatic, hypnotic dialogue."
CHRIS ARNOLD'S WEDDING DISCO,https://www.instagram.com/chrisarnoldinc,VILLAGE INN,FRIDAY,18:00 - 20:00,
CHRIS CRUSE,https://ra.co/dj/chriscruse,THE MEATRACK,FRIDAY,04:30 - 06:00,
CHRIS HOLT,,DELUXE DINER,FRIDAY,22:30 - 00:00,
CHRIS HOLT,,DELUXE DINER,SUNDAY,00:30 - 02:00,
CHRIS LYNAM,,RIMSKI'S YARD,FRIDAY,00:00 - 01:00,
CHRIS LYNAM,,MAVERICKS,SATURDAY,01:37 - 01:52,
CHRIS READ,https://www.instagram.com/chris_read/,MEETING PLACE BAR,THURSDAY,17:00 - 20:00,
CHRIS STUSSY B2B ROSSI,https://www.instagram.com/chrisstussydj?igsh=zgnmddm1mxfwzg9h https://www.instagram.com/rossi.dj_?igsh=mtrodthszmtpowzweq==,FLYING BUS,SATURDAY,01:30 - 04:00,
CHRIS STUSSY,https://www.chrisstussy.com,GLADE,FRIDAY,00:00 - 01:30,"DJ, producer and label boss established as a central figure within the modern house landscape."
CHUNKY [15 YEARS OF EGLO],,FIRMLY ROOTED,FRIDAY,12:00 - 14:00,Celebrating Floating Points and Alex Nut’s Eglo label with stalwart Manchester rapper and producer Chunky.
CIRC HES - GROUP AERIAL,https://www.cirkhes.co.uk,CIRCUS BIG TOP,SATURDAY,19:56 - 20:08,
CIRCUS ERUPTION - GAMES FOR ALL,https://www.circuseruption.co.uk/,CIRCUS FIELD,THURSDAY,13:45 - 15:30,
CIRCUS ERUPTION - GAMES FOR ALL,https://www.circuseruption.co.uk/,CIRCUS FIELD,THURSDAY,11:30 - 12:45,
CIRCUS ERUPTION - GAMES FOR ALL,https://www.circuseruption.co.uk/,CIRCUS FIELD,FRIDAY,14:00 - 15:45,
CIRCUS ERUPTION - GAMES FOR ALL,https://www.circuseruption.co.uk/,CIRCUS FIELD,FRIDAY,11:00 - 12:45,
CIRCUS ERUPTION - GAMES FOR ALL,https://www.circuseruption.co.uk/,CIRCUS FIELD,SATURDAY,14:00 - 15:45,
CIRCUS ERUPTION - GAMES FOR ALL,https://www.circuseruption.co.uk/,CIRCUS FIELD,SATURDAY,11:00 - 12:45,
CIRCUS FUNTASIA,https://www.facebook.com/circusfuntasia,CIRCUS BIG TOP,THURSDAY,16:55 - 18:05,
CIRCUS FUNTASIA,https://www.facebook.com/circusfuntasia,CIRCUS BIG TOP,FRIDAY,19:06 - 20:16,
CIRCUS FUNTASIA,https://www.facebook.com/circusfuntasia,CIRCUS BIG TOP,SATURDAY,18:41 - 19:51,
CIRCUS FUNTASIA,https://www.facebook.com/circusfuntasia,CIRCUS BIG TOP,SUNDAY,16:59 - 18:09,
CIRCUS RAJ AND RAJASTHAN HERITAGE BRASS BAND,https://www.accessallareas.info/artist/rajasthan-heritage-brass-band/,OUTSIDE CIRCUS STAGE,FRIDAY,11:40 - 12:10,
CIRCUS RAJ AND RAJASTHAN HERITAGE BRASS BAND,https://www.accessallareas.info/artist/rajasthan-heritage-brass-band/,OUTSIDE CIRCUS STAGE,SATURDAY,11:40 - 12:10,
CIRCUS RAJ AND RAJASTHAN HERITAGE BRASS BAND,https://www.accessallareas.info/artist/rajasthan-heritage-brass-band/,OUTSIDE CIRCUS STAGE,SUNDAY,11:40 - 12:10,
CIRCUS RAJ,https://www.accessallareas.info/artist/rajasthan-heritage-brass-band/,WALKABOUTS,FRIDAY,16:30 - 17:15,
CIRCUS RAJ,https://www.accessallareas.info/artist/rajasthan-heritage-brass-band/,WALKABOUTS,FRIDAY,14:00 - 14:45,
CIRCUS RAJ,https://www.accessallareas.info/artist/rajasthan-heritage-brass-band/,WALKABOUTS,SATURDAY,16:30 - 17:15,
CIRCUS RAJ,https://www.accessallareas.info/artist/rajasthan-heritage-brass-band/,WALKABOUTS,SATURDAY,14:00 - 14:45,
CIRCUS RAJ,https://www.accessallareas.info/artist/rajasthan-heritage-brass-band/,WALKABOUTS,SUNDAY,16:30 - 17:15,
CIRCUS RAJ,https://www.accessallareas.info/artist/rajasthan-heritage-brass-band/,WALKABOUTS,SUNDAY,14:00 - 14:45,
CIRK HES - GROUND GROUP ACT,https://www.cirkhes.co.uk,CIRCUS BIG TOP,FRIDAY,13:44 - 13:56,
CIRK HES GROUND SHOW,https://www.cirkhes.co.uk,CIRCUS BIG TOP,SATURDAY,14:02 - 14:14,
CIRK HES PRESENTS ACRO ENSEMBLE,https://www.cirkhes.co.uk,OUTSIDE CIRCUS STAGE,SATURDAY,16:20 - 16:26,
CIRK HES PRESENTS AERIAL SENSATION,https://www.cirkhes.co.uk,OUTSIDE CIRCUS STAGE,FRIDAY,17:26 - 17:38,
CIRK HES PRESENTS AERIAL SENSATION,https://www.cirkhes.co.uk,OUTSIDE CIRCUS STAGE,SUNDAY,17:22 - 17:34,
CIRK HES PRESENTS CHARLOTTE & NADINE,https://www.cirkhes.co.uk,OUTSIDE CIRCUS STAGE,SATURDAY,19:33 - 19:43,
CIRK HES PRESENTS CHARLOTTE AND NADINE,https://www.cirkhes.co.uk,CIRCUS BIG TOP,FRIDAY,20:21 - 20:31,
CIRK HES PRESENTS CHARLOTTE AND NADINE,https://www.cirkhes.co.uk,CIRCUS BIG TOP,SUNDAY,13:13 - 13:23,
CIRK HES PRESENTS EDITH,https://www.cirkhes.co.uk,CIRCUS BIG TOP,SATURDAY,20:54 - 21:00,
CIRK HES PRESENTS EDITH,https://www.cirkhes.co.uk,CIRCUS BIG TOP,SUNDAY,14:55 - 15:01,
CIRK HES PRESENTS JAIA & MALIA,https://www.cirkhes.co.uk,OUTSIDE CIRCUS STAGE,SUNDAY,13:01 - 13:11,
CIRK HES PRESENTS JAIA AND MALIA,https://www.cirkhes.co.uk,CIRCUS BIG TOP,FRIDAY,12:48 - 12:58,
CIRK HES PRESENTS JAIA AND MALIA,https://www.cirkhes.co.uk,CIRCUS BIG TOP,SATURDAY,15:39 - 15:49,
CIRK HES PRESENTS LIZZIE,https://www.cirkhes.co.uk,CIRCUS BIG TOP,THURSDAY,18:21 - 18:27,
CIRK HES PRESENTS LIZZIE,https://www.cirkhes.co.uk,CIRCUS BIG TOP,FRIDAY,15:56 - 16:02,
CIRK HES PRESENTS LIZZIE,https://www.cirkhes.co.uk,OUTSIDE CIRCUS STAGE,SATURDAY,13:25 - 13:31,
CIRK HES PRESENTS ROSENWYN,https://www.cirkhes.co.uk,CIRCUS BIG TOP,FRIDAY,14:55 - 15:01,
CIRK HES PRESENTS ROSENWYN,https://www.cirkhes.co.uk,OUTSIDE CIRCUS STAGE,FRIDAY,19:58 - 20:04,
CIRK HES PRESENTS ROSENWYN,https://www.cirkhes.co.uk,OUTSIDE CIRCUS STAGE,SATURDAY,17:41 - 17:53,
CIRK HES PRESENTS ROSENWYN,https://www.cirkhes.co.uk,OUTSIDE CIRCUS STAGE,SUNDAY,12:15 - 12:21,
CIRK HES PRESENTS ROZ,https://www.cirkhes.co.uk,CIRCUS BIG TOP,THURSDAY,20:12 - 20:18,
CIRK HES PRESENTS SORREL,https://www.cirkhes.co.uk,CIRCUS BIG TOP,SATURDAY,13:01 - 13:07,
CIRK HES PRESENTS SORREL,https://www.cirkhes.co.uk,CIRCUS BIG TOP,SUNDAY,15:49 - 15:55,
CIRK HES PRESENTS SORREL,https://www.cirkhes.co.uk,OUTSIDE CIRCUS STAGE,FRIDAY,16:05 - 16:11,
CIRQUE DU VULGAR,https://www.facebook.com/cirqueduvu,CIRCUS BIG TOP,THURSDAY,23:32 - 00:42,
CIRQUE DU VULGAR,https://www.facebook.com/cirqueduvu,CIRCUS BIG TOP,FRIDAY,22:55 - 00:05,
CIRQUE DU VULGAR,https://www.facebook.com/cirqueduvu,CIRCUS BIG TOP,SATURDAY,00:19 - 01:29,
CLAMOUR OF BELLS,,WALKABOUTS,FRIDAY,15:35 - 16:20,
CLAMOUR OF BELLS,,WALKABOUTS,FRIDAY,10:35 - 11:20,
CLAMOUR OF BELLS,,WALKABOUTS,SATURDAY,15:35 - 16:20,
CLAMOUR OF BELLS,,WALKABOUTS,SATURDAY,10:35 - 11:20,
CLAMOUR OF BELLS,,WALKABOUTS,SUNDAY,15:35 - 15:35,
CLAMOUR OF BELLS,,WALKABOUTS,SUNDAY,10:35 - 11:20,
CLIMATE EMERGENCY CENTRES - PHOENIX,,SPEAKERS FORUM,THURSDAY,11:00 - 12:00,
CLIMATE JUSTICE MEANS MIGRANT JUSTICE - TYRONE SCOTT,,SPEAKERS FORUM,THURSDAY,10:00 - 11:00,
CLIPZ,,LEVELS,SUNDAY,16:00 - 17:00,Straight from Bristol’s rave scene of the 90s on a drum and bass/jungle tip.
CLOSE,,OUTSIDE CIRCUS STAGE,FRIDAY,20:54 - 23:30,
CLOSE,,OUTSIDE CIRCUS STAGE,SATURDAY,20:33 - 23:35,
CLOSE,,OUTSIDE CIRCUS STAGE,SUNDAY,20:34 - 23:31,
CLOSE,,THE GLEBE,THURSDAY,17:30 - 21:20,
CLOSE,,THE GLEBE,FRIDAY,18:20 - 00:15,
CLOSE,,THE GLEBE,SATURDAY,18:20 - 18:50,
CLOSE,,A LITTLE MORE SENSATION,FRIDAY,18:05 - 23:30,
CLOSE,,A LITTLE MORE SENSATION,SATURDAY,18:10 - 23:30,
CLOSE,,SENSATION SEEKERS STAGE,THURSDAY,17:45 - 20:30,
CLOSE,,SENSATION SEEKERS STAGE,FRIDAY,17:55 - 22:00,
CLOSE,,SENSATION SEEKERS STAGE,SATURDAY,18:45 - 21:45,
CLOSE,,SENSATION SEEKERS STAGE,SUNDAY,17:55 - 22:15,
CLOSEDOWN,,THE ASTROLABE THEATRE,FRIDAY,19:45 - 00:00,
CLOSEDOWN,,THE ASTROLABE THEATRE,SATURDAY,19:55 - 00:00,
"CLOWN PARADE! - RIMSKI & HANDKERCHIEF, NAPKIN, CHRIS LYNAM, JAIME PASTOR, COCOLOCO, ISAAC HOOPER.",,RIMSKI'S YARD,SUNDAY,17:00 - 18:00,
CLOWN ZAZZ - CIRCUS PAZAZ,https://zaztheclown.co.uk,KIDZFIELD BIG TOP,THURSDAY,17:00 - 17:35,
CLOWN ZAZZ - CIRCUS PAZAZ,https://zaztheclown.co.uk,KIDZFIELD BIG TOP,SUNDAY,14:10 - 14:35,
CLUB COWGIRL PRESENTS: A FOR ALPHA B2B ELL MURPHY,https://www.instagram.com/aforalphaaa?igsh=zjbjcjzrazl0bnz2,MEETING PLACE BAR,FRIDAY,21:00 - 22:00,
CLUB COWGIRL PRESENTS: B LOVE,https://www.instagram.com/buddylovemusic?igsh=oxducwu5mtz5zm13,MEETING PLACE BAR,FRIDAY,19:00 - 20:00,
CLUB COWGIRL PRESENTS: JIVE TALK,https://www.instagram.com/jive.talk?igsh=mwo4bhnsdxe2enywaw%3d%3d,MEETING PLACE BAR,FRIDAY,20:00 - 21:00,
CLUB COWGIRL PRESENTS: KT,https://www.instagram.com/o_kt_o?igsh=mtjvdjhlbnromdvleg%3d%3d,MEETING PLACE BAR,FRIDAY,16:00 - 17:00,
CLUB COWGIRL PRESENTS: SAMSON,https://www.instagram.com/samsonssound?igsh=mw02ajdindvpn2joyq%3d%3d,MEETING PLACE BAR,FRIDAY,18:00 - 19:00,
CLUB COWGIRL PRESENTS: SCARLETT O'MALLEY,https://www.instagram.com/scarlett_omalley?igsh=mwr3ywflymlwyxpnmq%3d%3d&utm_source=qr,MEETING PLACE BAR,FRIDAY,17:00 - 18:00,
CLUB COWGIRL PRESENTS: SERENDA,https://www.instagram.com/serendaserendaserenda?igsh=mtdvnm5jythjcjf1zq==,MEETING PLACE BAR,FRIDAY,22:00 - 23:00,
CLUB ONO WITH KATE HUTCHINSON,,STONEBRIDGE BAR,FRIDAY,15:00 - 16:00,
COAST 2 COAST [GENE & THE GHOST],,ASSEMBLY,FRIDAY,20:00 - 22:00,Berlin’s first mobile record shop turned three person B2B DJ experience exploring infinite possibilities.
COCO EM B2B BADMAN BANTOU - VILLAGE CUTS TAKEOVER,https://www.instagram.com/cocoem__/,BABYLON UPRISING,THURSDAY,18:00 - 19:00,
COCO EM,https://www.instagram.com/cocoem__/,PLATFORM 23,SATURDAY,23:00 - 00:30,
COCO EM,https://www.instagram.com/cocoem__/reel/cy_jznma3fm/,THE RUM SHACK,FRIDAY,01:30 - 02:30,
COCOA BUTTER CLUB CABARET,https://www.thecocoabutterclub.com/,10 ACES,THURSDAY,16:25 - 16:55,
COCOA BUTTER CLUB CABARET,https://www.thecocoabutterclub.com/,10 ACES,THURSDAY,13:00 - 13:30,
COCOA BUTTER CLUB CABARET,https://www.thecocoabutterclub.com/,10 ACES,FRIDAY,13:00 - 13:30,
COCOA BUTTER CLUB CABARET,https://www.thecocoabutterclub.com/,10 ACES,SUNDAY,13:40 - 14:10,
COCOLOCO - ALICE & ALICE,https://cocoloco.co.uk/,RIMSKI'S YARD,FRIDAY,17:00 - 17:10,
COCOLOCO - ALICE & ALICE,https://cocoloco.co.uk/,RIMSKI'S YARD,SATURDAY,17:00 - 17:10,
COFFEE WITH GOK WAN,https://isolationnation.co.uk,CROISSANT NEUF,FRIDAY,11:30 - 12:30,
COLDPLAY,http://www.coldplay.com/,PYRAMID STAGE,SATURDAY,21:45 - 23:45,The Music Of The Spheres carbon-reduced world tour touches down at the Pyramid for a Saturday night spectacular. This performance features significant strobe lighting effects
COMICS WITHOUT BORDERS - KATE EVANS,,SPEAKERS FORUM,WEDNESDAY,14:00 - 15:00,
COMMON UPRISING! THE PROCESSION,https://www.glastonburyfestivals.co.uk/areas/the-common/temple-talks-2/,TEMPLE UPRISING,THURSDAY,11:00 - 12:45,
COMMUNITY ACTIVISM - LUKE HIRST,,SPEAKERS FORUM,SATURDAY,13:00 - 14:00,
COMPERE - BUNNY MORETHAN,,MAVERICKS,FRIDAY,02:41 - 02:51,
COMPERE - BUNNY MORETHAN,https://scarylittlegirls.co.uk/,MAVERICKS,FRIDAY,00:00 - 00:10,
COMPERE - BUNNY MORETHAN,,MAVERICKS,FRIDAY,00:00 - 03:00,
COMPERE - STEVE FAULKNER,https://stevefaulkner.com,MAVERICKS,SUNDAY,00:00 - 03:00,
COMPERE - TBA,,MAVERICKS,SATURDAY,00:00 - 03:00,
COMPERE: ANNABELLE HOLLAND,,CIRCUS BIG TOP,FRIDAY,16:30 - 21:00,
COMPERE: ANNABELLE HOLLAND,,CIRCUS BIG TOP,SATURDAY,12:15 - 16:45,
COMPERE: BUNNY MORETHAN,https://scarylittlegirls.co.uk/,CIRCUS BIG TOP,FRIDAY,12:15 - 16:45,
COMPERE: BUNNY MORETHAN,https://scarylittlegirls.co.uk/,CIRCUS BIG TOP,SATURDAY,18:45 - 01:45,
COMPERE: CHRIS BARLTROP,https://www.centreforcircusculture.org/,CIRCUS BIG TOP,FRIDAY,10:30 - 12:30,
COMPERE: CHRIS BARLTROP,https://www.centreforcircusculture.org/,CIRCUS BIG TOP,SATURDAY,10:30 - 12:30,
COMPERE: DAVE CHAMELEON,,CIRCUS BIG TOP,FRIDAY,20:45 - 01:30,
COMPERE: JONNY FLUFFYPUNK,http://jonnyfluffypunk.co.uk/,POETRY&WORDS,FRIDAY,12:00 - 15:30,
COMPERE: JONNY FLUFFYPUNK,http://jonnyfluffypunk.co.uk/,POETRY&WORDS,SATURDAY,15:32 - 19:00,
COMPERE: JONNY FLUFFYPUNK,http://jonnyfluffypunk.co.uk/,POETRY&WORDS,SUNDAY,12:00 - 14:20,
COMPERE: PROFESSOR ELEMENTAL,,CIRCUS BIG TOP,SATURDAY,16:30 - 18:45,
COMPERE: ROSY CARRICK,http://www.rosycarrick.com/,POETRY&WORDS,FRIDAY,15:44 - 19:00,
COMPERE: ROSY CARRICK,http://www.rosycarrick.com/,POETRY&WORDS,SATURDAY,12:00 - 15:30,
COMPERE: ROSY CARRICK,http://www.rosycarrick.com/,POETRY&WORDS,SUNDAY,14:38 - 16:55,
COMPÈRE - PARTY CAT,,OUTSIDE CIRCUS STAGE,FRIDAY,23:30 - 00:50,
COMPÈRE - PARTY CAT,,OUTSIDE CIRCUS STAGE,SATURDAY,23:35 - 00:55,
COMPÈRE - PARTY CAT,,OUTSIDE CIRCUS STAGE,SUNDAY,23:30 - 00:55,
COMPÈRE: ALEXANDRA HADDOW,https://linktr.ee/alexandrahaddow,CABARET,SATURDAY,20:00 - 00:00,
COMPÈRE: ALISTAIR BARRIE,https://www.alistairbarrie.com,CABARET,FRIDAY,16:00 - 20:00,
COMPÈRE: ALISTAIR BARRIE,https://www.alistairbarrie.com,CABARET,SATURDAY,16:00 - 20:00,
COMPÈRE: ANNABELLE HOLLAND,,CIRCUS BIG TOP,THURSDAY,20:30 - 01:00,
COMPÈRE: BUNNY MORETHAN,https://scarylittlegirls.co.uk/,CIRCUS BIG TOP,THURSDAY,16:00 - 20:30,
COMPÈRE: CERYS NELMES,https://www.cerysnelmes.com,CABARET,FRIDAY,20:00 - 00:00,
COMPÈRE: CERYS NELMS,https://www.cerysnelmes.com,CABARET,SUNDAY,12:00 - 16:00,
COMPÈRE: CHRIS BARLTROP,https://www.centreforcircusculture.org/,CIRCUS BIG TOP,SUNDAY,10:30 - 12:30,
COMPÈRE: DAN EVANS,https://danevans.info,THE ASTROLABE THEATRE,FRIDAY,15:30 - 19:00,
COMPÈRE: DAN EVANS,,THE ASTROLABE THEATRE,SATURDAY,10:55 - 15:30,
COMPÈRE: DAN EVANS,https://danevans.info,THE ASTROLABE THEATRE,SUNDAY,15:30 - 19:00,
COMPÈRE: DAVE CHAMELEON,,CIRCUS BIG TOP,SUNDAY,14:30 - 18:30,
COMPÈRE: FAMOS BRAMWELLS,,OUTSIDE CIRCUS STAGE,FRIDAY,11:30 - 16:00,
COMPÈRE: FAMOS BRAMWELLS,,OUTSIDE CIRCUS STAGE,SATURDAY,16:03 - 20:33,
COMPÈRE: FAMOS BRAMWELLS,,OUTSIDE CIRCUS STAGE,SUNDAY,11:30 - 16:00,
COMPÈRE: IAN STONE,https://ianstonecomedian.co.uk,CABARET,FRIDAY,12:00 - 16:00,
COMPÈRE: JOE ROONEY,,CABARET,SUNDAY,20:00 - 00:00,
COMPÈRE: KEN FANNING,https://www.tumblecircus.com/,CIRCUS BIG TOP,SUNDAY,12:15 - 14:45,
COMPÈRE: LAURA SMYTH,https://www.instagram.com/thatlaurasmyth,CABARET,SUNDAY,16:00 - 20:00,
COMPÈRE: MC ONYX FATALE,,CABARET,FRIDAY,00:00 - 02:00,
COMPÈRE: SALLY-ANNE HAYWARD,,THE ASTROLABE THEATRE,FRIDAY,10:55 - 15:30,
COMPÈRE: SALLY-ANNE HAYWARD,,THE ASTROLABE THEATRE,SATURDAY,15:30 - 19:00,
COMPÈRE: SALLY-ANNE HAYWARD,,THE ASTROLABE THEATRE,SUNDAY,10:55 - 15:30,
COMPÈRE: SIKISA,https://www.sikisacomedy.com,CABARET,SATURDAY,12:00 - 16:00,
COMPÈRE: STUART GOLDSMITH,https://www.stuartgoldsmith.com/,THE ASTROLABE THEATRE,THURSDAY,19:00 - 23:10,
COMPÈRE: TOBY SPIN,https://linktr.ee/tobyspin,SENSATION SEEKERS STAGE,THURSDAY,20:30 - 02:00,
COMPÈRE: TOBY SPIN,https://linktr.ee/tobyspin,SENSATION SEEKERS STAGE,FRIDAY,22:00 - 02:45,
COMPÈRE: TOBY SPIN,https://linktr.ee/tobyspin,SENSATION SEEKERS STAGE,SATURDAY,21:45 - 02:50,
COMPÈRE: TOBY SPIN,https://linktr.ee/tobyspin,SENSATION SEEKERS STAGE,SUNDAY,22:15 - 01:50,
COMPÈRES: GEORGE ORANGE / GRAINNE,https://www.georgeorange.com,SENSATION SEEKERS STAGE,FRIDAY,11:45 - 17:00,
COMPÈRES: GEORGE ORANGE / GRAINNE,https://www.georgeorange.com,SENSATION SEEKERS STAGE,SATURDAY,12:00 - 17:45,
COMPÈRES: GEORGE ORANGE / GRAINNE,https://www.georgeorange.com,SENSATION SEEKERS STAGE,SUNDAY,12:00 - 16:30,
COMPÈRES: TAMARA AND DAVE,https://www.laughterhouseentertainment.com/kiki-and-pascal,OUTSIDE CIRCUS STAGE,FRIDAY,16:00 - 20:54,
COMPÈRES: TAMARA AND DAVE,https://www.laughterhouseentertainment.com/kiki-and-pascal,OUTSIDE CIRCUS STAGE,SATURDAY,11:30 - 16:00,
COMPÈRES: TAMARA AND DAVE,https://www.laughterhouseentertainment.com/kiki-and-pascal,OUTSIDE CIRCUS STAGE,SUNDAY,16:18 - 20:34,
CONDUCTA,https://www.instagram.com/conductauk/?hl=en,NOWHERE,SUNDAY,01:00 - 02:00,
CONFIDENCE MAN (DJ),https://www.instagram.com/confidenceman_/?hl=en,SAN REMO,SUNDAY,20:00 - 21:30,
CONFIDENCE MAN PRESENTS: ACTIVE SCENES. CARLITA,https://www.instagram.com/carlita_music/,GREENPEACE,FRIDAY,23:45 - 01:00,
CONFIDENCE MAN PRESENTS: ACTIVE SCENES. CONFIDENCE MAN DJS B2B O'FLYNN,https://www.instagram.com/oflynnmusic/,GREENPEACE,FRIDAY,02:00 - 03:00,
CONFIDENCE MAN PRESENTS: ACTIVE SCENES. CONFIDENCE MAN DJS,https://www.instagram.com/confidenceman_/,GREENPEACE,FRIDAY,01:00 - 02:00,
CONFIDENCE MAN,https://www.confidenceman.com.au/,OTHER STAGE,FRIDAY,15:45 - 16:45,"Highly polished Antipodean electropop duo who are unstoppable, unquenchable, fierce, flirty and full of big tunes."
CONFIDENCE MAN,https://www.confidenceman.com.au/,NYC DOWNLOW,SATURDAY,02:25 - 02:30,
CONGO IAIN,https://www.instagram.com/congoiain/,BLIND TIGER,THURSDAY,16:00 - 17:00,
CONGO IAIN,https://www.instagram.com/congoiain/,THE HIVE,FRIDAY,14:00 - 15:00,
CONTROL FREAK,https://www.instagram.com/controlfreakrecordings/?hl=en,BABYLON UPRISING,FRIDAY,15:00 - 16:00,
CONVIKTION,https://www.instagram.com/_conviktion/,PEACE STAGE,THURSDAY,19:15 - 19:45,
CONVIKTION,https://www.instagram.com/_conviktion/,ARRIVALS,THURSDAY,22:00 - 23:00,
COPPERDOLLAR SELECTORS,,MEZ YARD,THURSDAY,00:00 - 02:00,
